VideoId,LabelConfidencePairs
../videos/bUVNXUL0qx8.mp4,25 0.776628 1 0.0599225 420 0.0145988 315 0.0131902 16 0.0102626 1687 0.00962972 517 0.00832797 0 0.00731847 146 0.00664638 1110 0.00651005 11 0.00593963 203 0.00574448 158 0.00478593 734 0.0040368 7 0.00371897 105 0.00354861 2923 0.00350433 1021 0.00336998 2 0.00330584 2977 0.00286954
../videos/bVuzfs8NkbE.mp4,315 0.265252 12 0.126467 1281 0.0841893 7 0.059833 2 0.0588094 432 0.0539278 505 0.045365 1 0.0339021 0 0.0301325 11 0.0190178 1610 0.0189789 16 0.0172387 63 0.0143873 26 0.00978324 335 0.00944095 15 0.00804419 336 0.00622322 146 0.0059222 353 0.00566751 71 0.00521062
../videos/bWD1cGwayRw.mp4,41 0.0985629 2 0.0527393 315 0.0488623 11 0.0439982 7 0.034733 133 0.0306812 16 0.0261798 8 0.0134671 150 0.0121904 429 0.0114014 564 0.0111749 1 0.00789544 505 0.00786293 1293 0.00663731 17 0.0065863 611 0.00604366 146 0.00571411 1046 0.00531599 389 0.00529796 325 0.00510361
../videos/bbCDOqPAymE.mp4,21 0.113658 24 0.0676608 146 0.0481777 1676 0.0389894 11 0.0247008 203 0.0217824 2 0.0217438 1288 0.0203932 18 0.0183295 3565 0.0176267 3569 0.017035 115 0.0126058 26 0.0117874 7 0.0112841 2770 0.0098503 15 0.0096237 1 0.00932905 106 0.0082596 2753 0.00721109 16 0.0069563
../videos/bd0e30d03wY.mp4,11 0.162313 1 0.107044 105 0.0715002 192 0.0439527 331 0.0435417 16 0.0351278 455 0.0255078 0 0.0254245 27 0.0195895 315 0.0119588 1296 0.0118001 7 0.00914584 294 0.00886432 358 0.00881013 903 0.00814957 203 0.0071972 126 0.00628703 429 0.00624272 15 0.00577566 2 0.00574615
../videos/bdYPo-mucSo.mp4,299 0.80159 191 0.561397 248 0.226577 1 0.125946 0 0.0416563 88 0.0225501 64 0.0181915 141 0.0119913 985 0.00825429 2 0.00617172 150 0.00598087 396 0.00555173 149 0.00540749 71 0.00451251 1389 0.00429551 1159 0.00417262 391 0.00365831 7 0.00309364 571 0.00281181 739 0.00281113
../videos/biVVG8nyro4.mp4,2 0.154338 1110 0.148958 7 0.121525 1021 0.0511093 375 0.0420873 1 0.038414 2978 0.0266296 2923 0.0163061 105 0.0131984 635 0.0120687 0 0.0118728 16 0.0116492 707 0.0107072 146 0.0104825 623 0.00983209 258 0.00903181 150 0.00894214 15 0.00842098 420 0.00814634 245 0.00791436
../videos/bj8nyIE0Cik.mp4,25 0.430104 1 0.12524 517 0.0500664 0 0.0314473 16 0.026826 8 0.0161456 203 0.0149953 337 0.0110582 35 0.0097667 2 0.00909556 1021 0.00830315 36 0.00795065 105 0.00717426 183 0.00693325 11 0.00660694 315 0.00633704 146 0.00595928 150 0.0054371 1691 0.00517382 9 0.00507117
../videos/bpLfeyBQJPI.mp4,39 0.507537 146 0.0486074 674 0.0418118 2 0.0398634 315 0.0354254 7 0.0255081 866 0.025421 529 0.0193329 50 0.0174078 11 0.0124774 441 0.011512 16 0.00851292 3438 0.00729194 2947 0.00694161 15 0.00641352 1 0.00611576 2370 0.00557675 338 0.00489123 311 0.00462765 65 0.00445614
../videos/bvcYaI1wegs.mp4,11 0.367879 15 0.119107 2 0.0513514 7 0.0281634 713 0.0267454 397 0.0225192 370 0.0192875 2806 0.0171101 16 0.0161598 1174 0.0154954 511 0.0147072 1021 0.0140373 1110 0.0124256 2369 0.00912429 26 0.00817753 818 0.00801641 43 0.00796688 1 0.0075101 877 0.00711628 559 0.00677477
../videos/bviVuggrjC0.mp4,210 0.738696 685 0.704497 8 0.121001 19 0.115448 1 0.0660608 0 0.0357549 696 0.0217856 64 0.0158835 2 0.0116609 149 0.00899808 17 0.00866372 60 0.00751356 7 0.0042707 271 0.00424325 315 0.00408455 6 0.00344543 128 0.00298286 150 0.0028186 89 0.00267214 14 0.00246562
../videos/bxL4J5Wa_Oo.mp4,11 0.312257 39 0.20282 3438 0.0618515 315 0.0610506 674 0.0562246 1593 0.0270149 250 0.0127615 15 0.0124125 2385 0.0122629 229 0.00784874 7 0.00774213 2 0.00722577 146 0.00646571 1017 0.0064331 439 0.00627552 866 0.0061119 2660 0.00584693 3343 0.00573259 20 0.00568699 1746 0.00547677
../videos/byGUnyLObS4.mp4,9 0.991281 4 0.705078 37 0.413629 10 0.331004 14 0.223453 34 0.119497 1 0.0513655 0 0.0356175 28 0.0143637 38 0.00804166 33 0.00565548 40 0.00501552 339 0.00392703 47 0.00341174 31 0.00310752 889 0.00183961 150 0.00143603 687 0.00122855 391 0.00118963 1830 0.000831551
../videos/bz4emtvYnLE.mp4,11 0.17098 1 0.125409 0 0.101191 875 0.0591984 133 0.025134 16 0.0213377 35 0.0160408 903 0.0157464 39 0.0138912 15 0.0133525 315 0.0110681 146 0.0107183 8 0.0106266 2 0.00959712 343 0.00726716 7 0.00711361 576 0.0063858 71 0.0062377 2545 0.00569119 730 0.0056696
../videos/c-4XbBjCoCg.mp4,2 0.362287 7 0.294694 1 0.0304206 1522 0.0213953 17 0.0176234 2397 0.0156851 0 0.0150865 1596 0.0143323 16 0.0105712 420 0.0096518 19 0.00944241 2059 0.00941467 15 0.00878488 183 0.00875723 235 0.00856039 1106 0.00839257 283 0.0081789 1648 0.00786443 8 0.00758709 841 0.00702683
../videos/c0SFUhuBDOc.mp4,79 0.522484 82 0.239138 118 0.229489 0 0.125318 1 0.069455 2 0.0268303 696 0.0212821 315 0.0151475 103 0.0140876 7 0.0100134 44 0.00980925 8 0.00967456 63 0.00902554 517 0.00750997 429 0.00712402 210 0.00546767 918 0.00532449 36 0.00440249 46 0.00437039 105 0.00384042
../videos/c1AF1YJTDxI.mp4,146 0.0858251 39 0.0675418 194 0.0671204 441 0.0452965 26 0.0385884 136 0.0333593 2 0.024276 315 0.0221451 16 0.0184119 7 0.0153694 50 0.0152769 866 0.0149155 66 0.0143557 3500 0.0122492 308 0.0114397 338 0.0111295 612 0.0104323 1095 0.00989144 181 0.00903933 65 0.00896635
