VideoId,LabelConfidencePairs
../videos/JSCjtjWU9dQ.mp4,992 0.159968 315 0.0935216 2 0.0328342 505 0.0219173 1 0.0203781 8 0.0190083 580 0.018998 11 0.0184099 16 0.0167239 7 0.0166695 15 0.0108893 133 0.00994615 459 0.00861835 44 0.00852135 25 0.00682459 71 0.00659284 2982 0.00552585 1296 0.00528925 242 0.00516864 0 0.00469071
../videos/JSq-ImPEU2k.mp4,21 0.395161 23 0.222765 74 0.102806 187 0.094328 106 0.0863551 200 0.0609628 315 0.0522076 1 0.0419801 73 0.0392248 24 0.0303773 617 0.016936 2872 0.0135454 434 0.0131019 0 0.012243 64 0.0114144 2 0.0110576 115 0.0102337 736 0.00941478 1235 0.00909776 2612 0.00742328
../videos/JTVvzaAPh9Q.mp4,2 0.681691 7 0.576018 283 0.0830786 457 0.0771435 17 0.0588538 1158 0.0416509 1038 0.0403263 104 0.0376115 841 0.0325687 469 0.0228399 1382 0.0215627 1035 0.0184847 66 0.0181348 1637 0.0178665 1774 0.0156133 1723 0.0149364 128 0.0144963 1 0.0136638 235 0.0133903 753 0.0128953
../videos/JTW1y27Ii5o.mp4,210 0.095898 0 0.0803232 696 0.0789405 52 0.0678134 226 0.0576769 315 0.0384766 685 0.0267511 12 0.0230221 2 0.01853 17 0.0184674 2700 0.0151218 7 0.0149227 8 0.0136618 39 0.00870992 19 0.00838472 1 0.00778743 63 0.00596282 53 0.00554919 1233 0.00554534 11 0.00504231
../videos/JTuYMmm9gro.mp4,2 0.723334 7 0.638917 104 0.0565891 1 0.0426447 224 0.0234986 266 0.0226615 116 0.0165144 437 0.0162768 146 0.0161878 1738 0.0161337 1372 0.0160903 64 0.0137523 344 0.0136371 297 0.013342 165 0.0130485 19 0.0129597 17 0.0123199 1352 0.0119793 174 0.0112086 315 0.0104646
../videos/JUUzxr5yj-o.mp4,2 0.910553 7 0.901902 165 0.142361 198 0.0914206 283 0.0886151 1436 0.0803342 235 0.0471981 563 0.0451254 1 0.0383038 2253 0.0361282 519 0.0351817 60 0.0304331 428 0.0281683 3027 0.0266067 64 0.0252708 2059 0.0234669 469 0.0227022 571 0.0223655 116 0.0187904 315 0.0162342
../videos/JV3cNJlIqdY.mp4,21 0.24786 24 0.231964 23 0.133748 2 0.109674 7 0.0799492 11 0.0405931 73 0.0346743 43 0.024808 115 0.0222629 74 0.0213298 750 0.0206643 15 0.018956 26 0.0187215 0 0.0154906 17 0.0150038 131 0.014908 193 0.0105266 1 0.0103197 758 0.00808995 3233 0.00780562
../videos/JWJF-ENycKM.mp4,88 0.940178 380 0.895118 184 0.829545 416 0.795848 307 0.556731 614 0.442752 514 0.318132 64 0.0708984 1299 0.0389649 1 0.0272823 364 0.0213687 26 0.02077 150 0.0181792 497 0.0181634 313 0.0172887 149 0.0157721 119 0.0145274 2 0.014373 899 0.0143476 1815 0.0143392
../videos/JWYDtUgiRXU.mp4,39 0.986298 121 0.282473 156 0.241177 233 0.148078 202 0.122431 207 0.108385 393 0.0384728 627 0.0164376 50 0.0163167 529 0.0145589 66 0.013832 866 0.0131649 1 0.0107874 216 0.00969014 136 0.00888846 827 0.00881385 1828 0.00623618 0 0.0040981 99 0.00397031 16 0.00396616
../videos/JY26q8xHVIc.mp4,25 0.459537 1 0.122178 517 0.0624274 16 0.0581787 0 0.0577816 2865 0.0125888 337 0.0110816 315 0.00995327 183 0.00803454 2 0.00708331 1691 0.00602561 7 0.00586732 868 0.00521324 94 0.00507617 1687 0.00467498 3236 0.00461765 36 0.00459595 423 0.00422001 903 0.00389304 921 0.00378185
../videos/JYEFw8ibJbE.mp4,251 0.0889818 2 0.0778697 15 0.0533007 7 0.0452161 11 0.0421363 1920 0.0291668 388 0.0204908 16 0.0193651 21 0.0137379 400 0.0129132 313 0.0125631 580 0.0121195 3072 0.0119413 1161 0.0111635 275 0.0102672 359 0.0101882 26 0.00954368 67 0.00875645 712 0.00875607 952 0.00852679
../videos/JZ8PTcxk2-o.mp4,953 0.352323 1 0.0852188 0 0.0731398 3515 0.0276044 2354 0.0268549 8 0.0240895 25 0.0231638 434 0.0115687 1248 0.0111561 16 0.0104075 105 0.00896008 146 0.00773173 69 0.00591089 315 0.0055579 11 0.00551943 242 0.00492006 183 0.00416525 1064 0.0036127 3720 0.00358514 816 0.0034387
