VideoId,LabelConfidencePairs
../videos/xfwIuTpcCDc.mp4,106 0.0514711 1 0.0506104 2 0.0310324 7 0.0198765 8 0.0189753 146 0.0140896 9 0.0131729 3648 0.0128422 275 0.0123441 0 0.0114922 354 0.0114599 315 0.0107828 21 0.0103509 203 0.010266 16 0.0086444 15 0.00825828 105 0.00823899 703 0.00604545 11 0.00591779 410 0.00555675
../videos/xoSUapc84tg.mp4,315 0.0975291 39 0.0747381 688 0.0604704 1 0.0510921 11 0.0485578 21 0.043974 2 0.0293736 986 0.0228217 275 0.0193605 7 0.0190091 505 0.0142839 1023 0.0121993 115 0.0117153 203 0.0116282 1442 0.0103821 26 0.0102222 0 0.00984278 105 0.00945127 66 0.00915739 400 0.0086271
../videos/xpzeUp0Ps1U.mp4,11 0.164162 315 0.0947546 453 0.0404353 26 0.0285733 50 0.0260059 2 0.0236003 15 0.0205081 8 0.0174401 441 0.0164621 7 0.0151614 505 0.0143421 16 0.0135021 18 0.011504 136 0.0113165 1551 0.00847497 1 0.00839199 194 0.0064403 146 0.00583057 391 0.0056694 71 0.00522321
../videos/xslbbPRtVTk.mp4,5 0.916885 16 0.476714 0 0.037728 1082 0.0247722 1 0.0234362 292 0.00867969 203 0.00842122 731 0.00717167 1331 0.00674661 1993 0.00518712 903 0.00497988 244 0.00481481 1609 0.00447702 467 0.00358676 1493 0.00346736 3225 0.00329726 27 0.00329484 25 0.00319244 315 0.0030201 11 0.00284878
../videos/xtTb8hKzS_w.mp4,2794 0.927591 15 0.868647 363 0.773383 509 0.251991 1816 0.0953548 1238 0.0433291 3163 0.021881 96 0.018697 239 0.0186334 677 0.0157481 1044 0.0156387 533 0.0128798 1 0.00932548 920 0.00930305 686 0.0082 1835 0.00556186 60 0.0053718 291 0.00445 1090 0.00405905 1714 0.00366498
../videos/xu_Sm5SgBHM.mp4,663 0.0866823 11 0.0329111 25 0.0245957 2 0.0239361 7 0.0175262 315 0.0156341 146 0.0151958 16 0.0137522 1 0.0131241 39 0.0119554 136 0.010281 332 0.00906873 8 0.0081245 707 0.00761196 595 0.00690091 1319 0.00592141 9 0.00580265 3183 0.00542304 354 0.00526385 282 0.00515332
../videos/xv9029oFg9s.mp4,2 0.888119 7 0.847071 1040 0.787285 1005 0.719741 17 0.225943 129 0.0608783 48 0.0440991 128 0.0361422 19 0.0250719 116 0.0237228 3444 0.0208164 315 0.0197321 531 0.0172747 1 0.0159617 272 0.0136134 174 0.0135954 104 0.00985642 297 0.00865112 1038 0.00715717 1158 0.0071017
../videos/xw_ulS9Q4vA.mp4,753 0.361673 2 0.360964 7 0.337761 988 0.11981 524 0.0932125 48 0.0407558 1 0.038979 16 0.0246725 1723 0.0175983 146 0.0151746 17 0.013122 955 0.0129352 691 0.0129251 711 0.0109545 420 0.00881469 104 0.00848954 373 0.00837142 315 0.00828186 3117 0.00822598 235 0.00798896
../videos/xwlPAdLV9wM.mp4,66 0.460202 382 0.0974691 11 0.063724 648 0.049292 39 0.0181648 1 0.0164808 50 0.0162656 293 0.0112881 839 0.0104576 315 0.00959981 99 0.00874722 2385 0.00676592 105 0.00667178 26 0.00576678 18 0.00565076 16 0.00484335 15 0.00459 146 0.00386225 1662 0.00368634 205 0.00344069
../videos/xwpEqdcOF4k.webm,25 0.580021 1 0.0311801 315 0.0298888 16 0.0111588 2 0.0110856 31 0.00794939 8 0.00750214 7 0.00508735 21 0.00443122 0 0.00424171 146 0.00412938 15 0.00371785 656 0.00320945 2947 0.00306354 133 0.00295654 734 0.00293019 4 0.00290746 9 0.00275323 1687 0.00263253 3849 0.00246026
../videos/y0CzTotSLAU.mp4,25 0.311869 1 0.124094 35 0.036629 1070 0.0259373 0 0.0214307 1687 0.0205206 183 0.0198868 105 0.0129001 8 0.0112681 337 0.0105851 315 0.0095518 429 0.00751547 85 0.00730561 517 0.00718861 230 0.00713261 106 0.00687423 133 0.00652045 2 0.00581788 1691 0.00532138 1046 0.00524579
../videos/y429oQZP7Po.mp4,25 0.550778 1 0.250548 0 0.0665042 3316 0.0218707 16 0.014254 1768 0.0140365 517 0.00956062 663 0.00882692 9 0.00811186 1110 0.00767789 337 0.00764042 1021 0.00735917 35 0.00592037 707 0.00432977 623 0.00389462 105 0.00357067 192 0.00328275 865 0.0030456 282 0.00274587 349 0.0026118
../videos/y44ZGppsKOU.mp4,11 0.320853 315 0.123886 2 0.10587 7 0.0784633 713 0.0434981 505 0.0430856 3383 0.0256871 15 0.0190446 1 0.0153783 26 0.014743 2461 0.0140301 2700 0.0125227 17 0.0117858 1069 0.0101828 18 0.0101169 810 0.00976291 1584 0.00820438 16 0.00814078 999 0.00803636 81 0.00762911
../videos/y8bBM1glP1c.mp4,9 0.912406 10 0.834837 34 0.552036 4 0.337263 2 0.0108878 550 0.010663 97 0.0105785 278 0.00970749 7 0.00906693 889 0.00895318 638 0.00888638 37 0.0080186 16 0.00658771 1 0.00623811 149 0.00350566 26 0.00266907 64 0.00238076 150 0.00207797 73 0.0018634 81 0.00179394
../videos/y8bZkOGDFgA.mp4,2 0.0677176 16 0.0609309 7 0.0577918 203 0.0313799 1082 0.0310851 11 0.0275801 339 0.0241846 505 0.0203125 1 0.0172796 1309 0.014983 315 0.0149658 1172 0.012296 3538 0.0121613 27 0.0115806 15 0.0108075 104 0.0101443 106 0.00972288 0 0.00946332 105 0.00928836 9 0.009274
../videos/yAf16fLqvsg.mp4,26 0.0969258 434 0.0564442 49 0.0543899 64 0.0444667 11 0.0318014 2725 0.0282204 307 0.0225292 127 0.0181122 184 0.0175402 16 0.0130623 260 0.0122492 2 0.0115023 839 0.00891656 66 0.00851023 146 0.00825189 1457 0.00745864 3811 0.00730926 194 0.00693855 149 0.00674241 2289 0.00631347
../videos/yC-et9S9g3w.mp4,12 0.127587 63 0.110046 335 0.0504566 1 0.0440218 0 0.0352157 2 0.0262387 7 0.0216645 16 0.0187811 11 0.0162251 133 0.015714 15 0.0125076 94 0.011498 904 0.0110972 315 0.0109701 105 0.00873524 633 0.00747734 36 0.00721316 290 0.00615009 336 0.00598869 111 0.00557123
../videos/yCfWcl-eh-w.mp4,11 0.277583 315 0.216278 829 0.0773628 483 0.0447116 505 0.0330048 16 0.02273 903 0.0192943 146 0.0186849 26 0.0163404 2398 0.0152426 2 0.0134461 1 0.012808 1021 0.00980269 50 0.00801983 813 0.00798851 1110 0.00770971 605 0.00769343 7 0.00668947 2538 0.00645023 401 0.00610703
../videos/yDTzO9m3ds4.mp4,16 0.751853 1648 0.0728428 1 0.0528581 1522 0.0443712 0 0.026833 5 0.0261222 250 0.024973 11 0.0164247 315 0.0142863 26 0.0105993 259 0.00816367 868 0.00761284 25 0.00675715 1040 0.00564425 42 0.00546623 695 0.00527879 1090 0.00524653 15 0.00508465 2050 0.00501763 2709 0.00487765
../videos/yDhMa24qkFg.mp4,1 0.249306 0 0.139145 16 0.0849022 496 0.0699524 505 0.0582636 5 0.0194352 74 0.0140274 105 0.0135964 1648 0.0130105 192 0.0119074 25 0.011567 3538 0.0100895 2015 0.0100441 106 0.00999468 315 0.00951575 7 0.00920811 27 0.00867193 331 0.00835604 1522 0.00815303 183 0.00808395
../videos/yEWvalVJZKU.mp4,21 0.267672 23 0.105126 106 0.0595354 2 0.048673 7 0.0388608 74 0.0261631 73 0.0248809 187 0.017696 200 0.016227 115 0.0144929 703 0.0132417 3565 0.0129297 730 0.0126445 2872 0.00912814 11 0.00784042 1 0.00773775 104 0.00766728 758 0.00707831 640 0.00615089 9 0.00573888
../videos/yGi5flMWjAE.mp4,564 0.99121 11 0.952985 32 0.752309 29 0.672381 1096 0.625078 20 0.325002 22 0.170255 211 0.057535 605 0.0470137 334 0.0370102 173 0.0321612 2757 0.0172557 1 0.0128697 576 0.00943068 221 0.00896591 1045 0.00815255 483 0.0078816 0 0.00777647 368 0.00707218 1792 0.00681596
../videos/yGyTk2kB1vI.mp4,11 0.852225 564 0.824211 32 0.459669 29 0.433371 1096 0.366114 20 0.180969 173 0.0916148 969 0.0824078 2746 0.0645034 315 0.0455653 22 0.0362148 829 0.0348265 211 0.0338526 483 0.0255501 605 0.0168676 2757 0.0155313 2 0.0152046 2051 0.0121321 221 0.0112986 624 0.010123
../videos/yHdFZAuCffI.mp4,21 0.646743 23 0.440182 73 0.293913 24 0.191749 115 0.0410943 937 0.0220246 322 0.0172509 712 0.0121412 676 0.0116541 554 0.0113814 106 0.0101102 315 0.00880886 74 0.00825069 288 0.00816328 1691 0.00800291 209 0.00741878 1 0.00714229 703 0.00702464 11 0.00666636 9 0.00644219
../videos/yJK3gmOwcLE.webm,1 0.0981901 16 0.0967653 0 0.0469659 8 0.046573 183 0.0262156 105 0.0192583 69 0.0168401 512 0.0166856 150 0.0154937 623 0.0151515 245 0.0144806 478 0.0137153 136 0.00965563 929 0.00866384 203 0.00714077 2054 0.00708678 678 0.00568302 5 0.00561471 865 0.00550854 424 0.00547116
../videos/yK4GzJVI848.mp4,1107 0.158464 1189 0.116048 11 0.0725144 2 0.072176 1 0.0438222 315 0.0383629 883 0.0290326 12 0.0252611 7 0.0199986 0 0.0191075 237 0.016964 690 0.01625 8 0.0132199 229 0.0120091 17 0.010518 707 0.0100431 505 0.00902297 26 0.00899361 19 0.00789781 354 0.00695203
../videos/yM5rF4FMXkg.mp4,11 0.948191 22 0.588625 341 0.365126 1265 0.271624 791 0.252173 29 0.224106 560 0.19733 303 0.134647 397 0.0843958 20 0.0558001 2054 0.0487503 32 0.0380174 1 0.0278571 528 0.0274942 2 0.0166488 7 0.0134634 62 0.0130786 969 0.0119608 173 0.0117358 1973 0.0113183
../videos/yOthmXuYAIc.mp4,1074 0.104076 1 0.0537047 451 0.0387403 25 0.036778 375 0.0334433 146 0.0264493 2319 0.0227884 2 0.0193934 0 0.0185779 310 0.0184707 3232 0.0163107 150 0.0148291 3832 0.0137481 99 0.0121805 7 0.0107965 8 0.010596 170 0.0100926 15 0.00992683 16 0.00923861 11 0.00781112
